Country,Province,Confirmed,Deaths,Cast_Fatality_Ratio
US,Tennessee,18615,299,1.6062315337093742
US,Tennessee,5839,106,1.8153793457783867
US,Tennessee,151466,1542,1.0180502555028852
US,Tennessee,3029,46,1.5186530207989435
US,Tennessee,8836,111,1.2562245359891353
US,Tennessee,16337,224,1.3711207688070024
US,Tennessee,3953,67,1.694915254237288
US,Tennessee,11181,180,1.6098738932116985
US,Tennessee,17497,214,1.223066811453392
US,Tennessee,9894,157,1.5868202951283605
US,Tennessee,36551,474,1.29681814451041
US,Tennessee,10473,138,1.3176740189057576
US,Tennessee,11960,129,1.0785953177257526
US,Tennessee,33586,372,1.10760435895909
US,Tennessee,19150,279,1.4569190600522193
US,Tennessee,9009,138,1.531801531801532
US,Tennessee,3995,62,1.5519399249061328
US,Tennessee,17303,262,1.5141882910477953
US,Tennessee,59742,613,1.0260788055304475
US,Tennessee,2607,41,1.5726889144610663
US,Tennessee,7421,94,1.266675650181916
US,Tennessee,12511,207,1.6545440012788746
US,Tennessee,59509,282,0.47387790082172443
US,Tennessee,8247,131,1.58845640839093
US,Tennessee,2658,59,2.219714070729872
US,Tennessee,2070,38,1.8357487922705313
US,Tennessee,5457,89,1.630932746930548
US,Tennessee,28557,316,1.106558812200161
US,Tennessee,11333,166,1.4647489632048
US,Tennessee,18463,257,1.3919731354601095
US,Tennessee,24718,324,1.3107856622704102
US,Tennessee,111649,955,0.8553592060833505
US,Tennessee,11340,136,1.199294532627866
US,Tennessee,4885,72,1.473899692937564
US,Tennessee,35078,438,1.2486458749073492
US,Tennessee,277925,3540,1.2737249257893317
US,Tennessee,6962,93,1.3358230393565067
US,Tennessee,3651,65,1.7803341550260203
US,Tennessee,56205,779,1.3859976870385198
US,Tennessee,62147,777,1.2502614768210856
US,Tennessee,20707,252,1.2169797652967596
US,Tennessee,4585,47,1.025081788440567
US,Tennessee,47451,297,0.6259088322690776
US,Tennessee,6403,104,1.6242386381383727
US,Tennessee,6661,82,1.2310463894310164
US,Tennessee,2141,48,2.241943017281644
US,Tennessee,14946,190,1.2712431419777868
US,Tennessee,46616,526,1.128367942337395
US,Tennessee,6544,80,1.2224938875305624
US,Tennessee,11053,176,1.5923278747851262
US,Tennessee,9431,137,1.4526561340260842
US,Tennessee,72404,434,0.5994143969946412
US,Tennessee,48808,520,1.0653991148991968
US,Texas,10656,252,2.364864864864865
US,Texas,4739,73,1.5404093690652036
US,Texas,16656,496,2.97790585975024
US,Texas,5266,94,1.785036080516521
US,Texas,2535,29,1.143984220907298
US,Texas,640,10,1.5625
US,Texas,15303,238,1.5552506044566425
US,Texas,6725,82,1.2193308550185873
US,Texas,1690,39,2.3076923076923075
US,Texas,4138,80,1.9333011116481391
US,Texas,26051,248,0.9519788107942113
US,Texas,910,33,3.6263736263736264
US,Texas,9604,155,1.6139108704706373
US,Texas,81084,932,1.1494252873563218
US,Texas,668482,6372,0.9532044243524882
US,Texas,3054,35,1.14603798297315
US,Texas,117,2,1.7094017094017093
US,Texas,4721,75,1.5886464732048295
US,Texas,23583,449,1.903913836237968
US,Texas,112767,1021,0.9054067235982158
US,Texas,71794,447,0.6226147031785386
US,Texas,1297,32,2.4672320740169624
US,Texas,536,8,1.492537313432836
US,Texas,1985,52,2.619647355163728
US,Texas,14036,233,1.6600170988885723
US,Texas,5791,68,1.1742358832671387
US,Texas,12990,177,1.3625866050808315
US,Texas,17061,184,1.0784830900885058
US,Texas,6714,53,0.7893952934167411
US,Texas,3348,76,2.270011947431302
US,Texas,128378,2093,1.63034164732275
US,Texas,3430,77,2.2448979591836733
US,Texas,1671,37,2.214242968282466
US,Texas,8593,201,2.339113231700221
US,Texas,2621,48,1.8313620755436857
US,Texas,12056,71,0.5889183808891838
US,Texas,9259,258,2.7864780213845988
US,Texas,2866,34,1.1863224005582693
US,Texas,2389,40,1.6743407283382168
US,Texas,970,23,2.3711340206185567
US,Texas,1017,20,1.966568338249754
US,Texas,1967,74,3.7620742247076766
US,Texas,262013,1570,0.5992069095808223
US,Texas,835,16,1.9161676646706587
US,Texas,4286,67,1.563229118058796
US,Texas,41196,572,1.3884843188659093
US,Texas,3908,78,1.9959058341862845
US,Texas,1296,12,0.9259259259259259
US,Texas,8267,137,1.6571912422886175
US,Texas,20327,225,1.1069021498499532
US,Texas,359,9,2.5069637883008355
US,Texas,1464,24,1.639344262295082
US,Texas,1283,20,1.558846453624318
US,Texas,2167,46,2.1227503461006
US,Texas,533,14,2.626641651031895
US,Texas,2332,44,1.8867924528301887
US,Texas,666508,6968,1.0454488168184028
US,Texas,3356,100,2.9797377830750893
US,Texas,7090,106,1.4950634696755993
US,Texas,5513,116,2.104117540359151
US,Texas,1992,27,1.355421686746988
US,Texas,213391,1405,0.6584157719866348
US,Texas,495,16,3.2323232323232323
US,Texas,6100,51,0.8360655737704918
US,Texas,1250,26,2.08
US,Texas,4145,73,1.761158021712907
US,Texas,3223,117,3.63015823766677
US,Texas,41895,723,1.7257429287504475
US,Texas,559,11,1.9677996422182469
US,Texas,242974,3827,1.5750656448838147
US,Texas,55661,604,1.08514040351413
US,Texas,9571,127,1.3269250861978894
US,Texas,4278,68,1.589527816736793
US,Texas,7808,191,2.4462090163934427
US,Texas,5363,114,2.1256759276524333
US,Texas,691,26,3.7626628075253254
US,Texas,2228,49,2.1992818671454217
US,Texas,238,11,4.621848739495798
US,Texas,235745,1214,0.5149632017646185
US,Texas,2560,45,1.7578125
US,Texas,4180,85,2.0334928229665072
US,Texas,6554,95,1.4494964906927068
US,Texas,2360,83,3.516949152542373
US,Texas,115504,882,0.7636099182712287
US,Texas,1427,30,2.102312543798178
US,Texas,6030,115,1.9071310116086235
US,Texas,223,3,1.345291479820628
US,Texas,1473,33,2.240325865580448
US,Texas,5214,106,2.032988108937476
US,Texas,6761,133,1.9671646206182518
US,Texas,30500,665,2.180327868852459
US,Texas,25941,715,2.75625457769554
US,Texas,9746,125,1.2825774676790478
US,Texas,44063,415,0.9418332841613145
US,Texas,7830,249,3.1800766283524906
US,Texas,1234,24,1.9448946515397083
US,Texas,2054,35,1.7039922103213243
US,Texas,2201,30,1.3630168105406633
US,Texas,613,21,3.4257748776508974
US,Texas,14179,256,1.8054869877988575
US,Texas,1224810,11377,0.9288787648696533
US,Texas,15338,234,1.5256226365888643
US,Texas,1467,3,0.20449897750511248
US,Texas,1040,40,3.8461538461538463
US,Texas,75104,544,0.7243289305496379
US,Texas,1364,8,0.5865102639296188
US,Texas,17718,436,2.4607743537645335
US,Texas,254145,4032,1.586495898010978
US,Texas,9813,199,2.0279221440945685
US,Texas,8774,166,1.8919534989742421
US,Texas,14555,287,1.971830985915493
US,Texas,8285,188,2.269161134580567
US,Texas,4785,114,2.3824451410658307
US,Texas,7569,191,2.5234509182190514
US,Texas,1151,18,1.5638575152041703
US,Texas,18698,373,1.994865761043962
US,Texas,7362,143,1.9424069546318936
US,Texas,573,3,0.5235602094240838
US,Texas,1633,31,1.8983466013472137
US,Texas,3724,61,1.6380236305048335
US,Texas,7849,199,2.535354822270353
US,Texas,262,10,3.816793893129771
US,Texas,60820,870,1.4304505097007563
US,Texas,3567,22,0.6167647883375386
US,Texas,13545,225,1.6611295681063123
US,Texas,49966,766,1.5330424688788375
US,Texas,5129,95,1.852212906999415
US,Texas,6329,75,1.185021330383947
US,Texas,40917,550,1.3441845687611507
US,Texas,9494,129,1.3587528965662523
US,Texas,98,2,2.0408163265306123
US,Texas,220,4,1.8181818181818181
US,Texas,10654,197,1.8490707715412051
US,Texas,854,15,1.756440281030445
US,Texas,53,0,0.0
US,Texas,810,13,1.6049382716049383
US,Texas,8860,152,1.7155756207674944
US,Texas,602,25,4.152823920265781
US,Texas,2555,50,1.9569471624266144
US,Texas,11120,272,2.446043165467626
US,Texas,4914,126,2.5641025641025643
US,Texas,6149,93,1.5124410473247683
US,Texas,4702,123,2.615908124202467
US,Texas,5003,63,1.2592444533280032
US,Texas,4143,95,2.293024378469708
US,Texas,21361,411,1.924067225317167
US,Texas,5870,134,2.282793867120954
US,Texas,769,17,2.210663198959688
US,Texas,2350,42,1.7872340425531914
US,Texas,4825,98,2.0310880829015545
US,Texas,351,1,0.2849002849002849
US,Texas,107243,1369,1.2765401937655605
US,Texas,1655,41,2.4773413897280965
US,Texas,4128,59,1.429263565891473
US,Texas,1948,61,3.131416837782341
US,Texas,1351,26,1.924500370096225
US,Texas,960,13,1.3541666666666667
US,Texas,9983,185,1.8531503556045277
US,Texas,23516,476,2.024153767647559
US,Texas,1675,50,2.985074626865672
US,Texas,71229,942,1.3224950511729774
US,Texas,182,9,4.945054945054945
US,Texas,11725,208,1.7739872068230278
US,Texas,606,12,1.9801980198019802
US,Texas,46069,508,1.1026937854088432
US,Texas,5763,107,1.8566718722887385
US,Texas,1568,37,2.3596938775510203
US,Texas,2054,50,2.4342745861733204
US,Texas,5138,131,2.5496302063059555
US,Texas,165880,1346,0.8114299493609839
US,Texas,6147,114,1.8545632015617375
US,Texas,2897,75,2.5888850535036245
US,Texas,306,13,4.248366013071895
US,Texas,14255,270,1.8940722553490004
US,Texas,13807,230,1.6658216846527123
US,Texas,1694,63,3.71900826446281
US,Texas,3408,101,2.9636150234741785
US,Texas,116359,1573,1.3518507378028344
US,Texas,2602,49,1.8831667947732513
US,Texas,618,6,0.970873786407767
US,Texas,16787,373,2.2219574670876274
US,Texas,7790,156,2.0025673940949935
US,Texas,5304,134,2.526395173453997
US,Texas,39037,475,1.2167943233342726
US,Texas,2593,53,2.0439645198611647
US,Texas,3468,72,2.0761245674740483
US,Texas,9039,262,2.898550724637681
US,Texas,40507,755,1.863875379564026
US,Texas,1129,41,3.6315323294951285
US,Texas,2140,60,2.803738317757009
US,Texas,29052,503,1.7313782183670658
US,Texas,943,15,1.5906680805938493
US,Texas,968,25,2.5826446280991737
US,Texas,2645,71,2.6843100189035916
US,Texas,5283,76,1.4385765663448797
US,Texas,2126,39,1.834430856067733
US,Texas,189,2,1.0582010582010581
US,Texas,5141,79,1.5366660182843805
US,Texas,30287,272,0.8980750817182289
US,Texas,2666,69,2.5881470367591897
US,Texas,12086,238,1.9692205858017542
US,Texas,1479,91,6.152805949966194
US,Texas,1174,45,3.8330494037478706
US,Texas,6509,109,1.6746043939161162
US,Texas,13782,359,2.6048469017559137
US,Texas,1407,38,2.700781805259417
US,Texas,574,9,1.5679442508710801
US,Texas,5631,107,1.9001953471852246
US,Texas,1046,12,1.147227533460803
US,Texas,5114,136,2.6593664450527963
US,Texas,514,16,3.11284046692607
US,Texas,54195,994,1.8341175385183135
US,Texas,2201,37,1.6810540663334848
US,Texas,23317,376,1.6125573615816786
US,Texas,2054,51,2.4829600778967866
US,Texas,311,9,2.8938906752411575
US,Texas,383,7,1.8276762402088773
US,Texas,899,14,1.557285873192436
US,Texas,2559,34,1.3286440015631107
US,Texas,657341,6166,0.9380215139478596
US,Texas,38419,749,1.949556209167339
US,Texas,135,3,2.2222222222222223
US,Texas,2891,85,2.940159114493255
US,Texas,292,10,3.4246575342465753
US,Texas,9924,134,1.350261991132608
US,Texas,37694,478,1.2681063299198811
US,Texas,316991,1808,0.5703631964314444
US,Texas,3116,75,2.406931964056483
US,Texas,4774,89,1.864264767490574
US,Texas,95070,32,0.033659408856631955
US,Texas,8806,193,2.191687485805133
US,Texas,911,18,1.9758507135016465
US,Texas,11385,147,1.2911725955204216
US,Texas,15686,308,1.9635343618513323
US,Texas,12089,297,2.4567788898999092
US,Texas,22049,423,1.9184543516712775
US,Texas,21658,215,0.9927047742173792
US,Texas,11282,109,0.9661407551852509
US,Texas,3165,49,1.5481832543443919
US,Texas,10525,152,1.4441805225653206
US,Texas,108047,1064,0.9847566336871917
US,Texas,11002,225,2.045082712234139
US,Texas,1279,23,1.7982799061767005
US,Texas,38916,708,1.8193031144002467
US,Texas,3980,90,2.2613065326633164
US,Texas,8394,136,1.6202049082678103
US,Texas,161821,918,0.5672934909560564
US,Texas,12449,165,1.3254076632661258
US,Texas,2088,35,1.6762452107279693
US,Texas,18855,280,1.485017236807213
US,Texas,9261,300,3.2393909944930352
US,Texas,1638,42,2.5641025641025643
US,Texas,4338,98,2.2591055786076533
US,Texas,4309,56,1.2996054769087955
US,Texas,4416,70,1.585144927536232
US,Utah,56803,262,0.46124324419484886
US,Utah,22271,175,0.7857752233846707
US,Utah,115107,435,0.37790924965466915
US,Utah,396294,1755,0.44285303335402504
US,Utah,4827,50,1.0358400662937643
US,Utah,11605,91,0.7841447651874193
US,Utah,70231,686,0.976776637097578
US,Utah,15475,27,0.17447495961227788
US,Utah,24289,112,0.46111408456502945
US,Utah,14483,118,0.8147483256231444
US,Utah,4269,7,0.1639728273600375
US,Utah,221048,851,0.3849842568129999
US,Utah,11879,37,0.3114740298004883
US,Utah,85469,483,0.5651171769881478
US,Vermont,6688,26,0.388755980861244
US,Vermont,11834,81,0.6844684806489775
US,Vermont,6418,36,0.5609224057338735
US,Vermont,38523,198,0.5139786620979675
US,Vermont,1436,4,0.2785515320334262
US,Vermont,11236,71,0.6318974724101104
US,Vermont,1254,7,0.5582137161084529
US,Vermont,4242,21,0.49504950495049505
US,Vermont,4968,15,0.30193236714975846
US,Vermont,7070,42,0.594059405940594
US,Vermont,16172,85,0.5255998021271333
US,Vermont,2827,10,0.3537318712415989
US,Vermont,13889,66,0.47519619843041255
US,Vermont,8531,45,0.5274879849958973
US,Vermont,11354,63,0.5548705302096177
US,Virgin Islands,23495,124,0.5277718663545435
US,Virginia,8408,115,1.367745004757374
US,Virginia,23603,194,0.8219294157522349
US,Virginia,42730,213,0.4984788205008191
US,Virginia,4193,108,2.5757214404960647
US,Virginia,3329,61,1.8323820967257434
US,Virginia,8804,104,1.1812812358019082
US,Virginia,4684,59,1.2596071733561058
US,Virginia,62726,350,0.5579823358734814
US,Virginia,23151,231,0.9977970714008034
US,Virginia,1021,20,1.9588638589618022
US,Virginia,20724,270,1.3028372900984366
US,Virginia,2275,24,1.054945054945055
US,Virginia,9318,110,1.1805108392358876
US,Virginia,5771,98,1.6981459019234102
US,Virginia,3813,52,1.3637555730396014
US,Virginia,5932,135,2.2757923128792985
US,Virginia,4740,61,1.2869198312236287
US,Virginia,2165,46,2.1247113163972284
US,Virginia,16404,231,1.4081931236283833
US,Virginia,8563,93,1.0860679668340534
US,Virginia,8950,159,1.776536312849162
US,Virginia,1561,31,1.9859064702114029
US,Virginia,3185,49,1.5384615384615385
US,Virginia,12014,85,0.7075079074413184
US,Virginia,60653,544,0.8969053468088966
US,Virginia,93386,837,0.8962799563103677
US,Virginia,3263,55,1.685565430585351
US,Virginia,5951,109,1.8316249369853805
US,Virginia,1764,30,1.7006802721088434
US,Virginia,1385,24,1.7328519855595668
US,Virginia,13654,168,1.2304086714515894
US,Virginia,1708,29,1.6978922716627636
US,Virginia,13662,291,2.1299956082564777
US,Virginia,4528,64,1.4134275618374559
US,Virginia,6952,104,1.4959723820483315
US,Virginia,1549,56,3.615235635894125
US,Virginia,2669,40,1.4986886474334957
US,Virginia,243460,1620,0.6654070483857718
US,Virginia,2446,48,1.9623875715453802
US,Virginia,3231,20,0.6190034045187248
US,Virginia,15591,160,1.0262330831890194
US,Virginia,3441,52,1.5111886079628014
US,Virginia,6550,52,0.7938931297709924
US,Virginia,13304,213,1.6010222489476849
US,Virginia,2604,57,2.1889400921658986
US,Virginia,25261,270,1.0688412968607734
US,Virginia,6745,42,0.6226834692364714
US,Virginia,3048,82,2.690288713910761
US,Virginia,4935,53,1.0739614994934144
US,Virginia,8983,113,1.2579316486697094
US,Virginia,5297,60,1.1327166320558806
US,Virginia,5236,88,1.680672268907563
US,Virginia,4785,63,1.316614420062696
US,Virginia,3682,45,1.2221618685497013
US,Virginia,8986,178,1.9808591141776095
US,Virginia,35854,355,0.9901266246443912
US,Virginia,27139,327,1.2049080658830464
US,Virginia,14634,173,1.1821784884515512
US,Virginia,82905,1029,1.241179663470237
US,Virginia,15057,304,2.0189944876137345
US,Virginia,468,6,1.2820512820512822
US,Virginia,7360,122,1.6576086956521738
US,Virginia,8693,125,1.4379385712642356
US,Virginia,19841,135,0.6804092535658485
US,Virginia,6413,51,0.7952596288788398
US,Virginia,4502,51,1.1328298533984895
US,Virginia,1378,14,1.0159651669085632
US,Virginia,2197,39,1.7751479289940828
US,Virginia,7988,105,1.314471707561342
US,Virginia,2546,34,1.335428122545169
US,Virginia,91123,423,0.4642077192366362
US,Virginia,8397,94,1.1194474216982255
US,Virginia,3139,45,1.4335775724753106
US,Virginia,22736,300,1.319493314567206
US,Virginia,2980,45,1.5100671140939597
US,Virginia,11095,77,0.694006309148265
US,Virginia,4605,28,0.6080347448425625
US,Virginia,4316,123,2.8498609823911027
US,Virginia,1919,27,1.4069828035435124
US,Virginia,7368,139,1.8865363735070575
US,Virginia,2331,52,2.230802230802231
US,Virginia,23608,174,0.7370382921043714
US,Virginia,3086,38,1.2313674659753726
US,Virginia,5573,41,0.7356899336084695
US,Virginia,46156,437,0.9467891498396741
US,Virginia,51147,514,1.0049465266780064
US,Virginia,2732,72,2.6354319180087846
US,Virginia,2563,44,1.7167381974248928
US,Virginia,1486,20,1.3458950201884252
US,Virginia,5295,100,1.8885741265344664
US,Virginia,8586,104,1.21127416724901
US,Virginia,6617,127,1.9192987758803084
US,Virginia,4578,101,2.2062035823503714
US,Virginia,9596,146,1.5214672780325136
US,Virginia,17670,230,1.3016411997736277
US,Virginia,2799,31,1.1075384065737763
US,Virginia,25039,354,1.413794480610248
US,Virginia,6111,68,1.1127475045000819
US,Virginia,6218,84,1.3509166934705694
US,Virginia,10978,83,0.7560575696848242
US,Virginia,119385,797,0.6675880554508523
US,Virginia,10089,156,1.5462384775498068
US,Virginia,4801,48,0.9997917100604041
US,Virginia,1289,13,1.008533747090768
US,Virginia,2829,27,0.9544008483563097
US,Virginia,59545,554,0.9303887815937526
US,Virginia,26458,301,1.137652127900824
US,Virginia,26531,418,1.575515434774415
US,Virginia,4815,90,1.8691588785046729
US,Virginia,18110,257,1.4191054665930425
US,Virginia,8791,126,1.4332840404959617
US,Virginia,6836,108,1.579871269748391
US,Virginia,7112,125,1.7575928008998876
US,Virginia,13064,248,1.8983466013472137
US,Virginia,11363,194,1.7072956085540791
US,Virginia,4254,98,2.30371415138693
US,Virginia,33462,326,0.9742394357778973
US,Virginia,39228,190,0.484347914754767
US,Virginia,7428,132,1.7770597738287561
US,Virginia,23044,326,1.414684950529422
US,Virginia,1312,22,1.6768292682926829
US,Virginia,2754,45,1.6339869281045751
US,Virginia,13031,203,1.5578236512930703
US,Virginia,0,0,
US,Virginia,109029,913,0.8373918865622908
US,Virginia,10698,173,1.6171246962048982
US,Virginia,17008,236,1.38758231420508
US,Virginia,7098,81,1.1411665257819104
US,Virginia,3971,57,1.4354066985645932
US,Virginia,2187,24,1.0973936899862826
US,Virginia,7712,91,1.1799792531120332
US,Virginia,13161,216,1.6412126738089812
US,Virginia,9069,164,1.8083581431249311
US,Virginia,12829,122,0.9509704575570972
US,Washington,5548,44,0.7930785868781542
US,Washington,5301,78,1.4714204867006224
US,Washington,60403,519,0.8592288462493585
US,Washington,23624,190,0.8042668472739587
US,Washington,15145,185,1.2215252558600198
US,Washington,107667,965,0.8962820548543193
US,Washington,718,17,2.367688022284123
US,Washington,26425,382,1.445600756859035
US,Washington,13016,82,0.6299938537185003
US,Washington,1731,32,1.8486424032351243
US,Washington,36234,224,0.6182038968924215
US,Washington,476,7,1.4705882352941178
US,Washington,30335,233,0.7680896654029998
US,Washington,19878,240,1.2073649260488983
US,Washington,13038,105,0.8053382420616659
US,Washington,4471,33,0.7380899127711922
US,Washington,528254,3293,0.62337436157606
US,Washington,50368,392,0.7782719186785261
US,Washington,10064,89,0.8843402225755167
US,Washington,4205,58,1.3793103448275863
US,Washington,20248,285,1.4075464243382063
US,Washington,2603,29,1.1140991164041492
US,Washington,15290,168,1.0987573577501635
US,Washington,10180,137,1.3457760314341847
US,Washington,4703,73,1.5522007229428025
US,Washington,2853,41,1.4370837714686295
US,Washington,234897,1550,0.6598636849342477
US,Washington,1888,3,0.15889830508474576
US,Washington,27380,243,0.887509130752374
US,Washington,1751,16,0.9137635636778983
US,Washington,196274,1344,0.6847570233449157
US,Washington,148103,1586,1.0708763495675306
US,Washington,9621,160,1.6630287911859474
US,Washington,60503,480,0.7933490901277622
US,Washington,3304,6,0.18159806295399517
US,Washington,621,9,1.4492753623188406
US,Washington,18223,163,0.8944740163529605
US,Washington,47640,343,0.719983207388749
US,Washington,9863,98,0.99361249112846
US,Washington,81344,841,1.0338808025177026
US,West Virginia,5786,77,1.3307984790874525
US,West Virginia,42954,333,0.7752479396563766
US,West Virginia,8277,98,1.1840038661350731
US,West Virginia,4852,49,1.0098928276999175
US,West Virginia,6094,108,1.772234985231375
US,West Virginia,32836,420,1.2790839322694603
US,West Virginia,2226,15,0.6738544474393531
US,West Virginia,2655,53,1.9962335216572504
US,West Virginia,2442,19,0.778050778050778
US,West Virginia,15975,220,1.3771517996870108
US,West Virginia,2506,23,0.9177972865123704
US,West Virginia,4559,61,1.3380127220881772
US,West Virginia,12177,175,1.437135583477047
US,West Virginia,6999,74,1.0572938991284468
US,West Virginia,8084,149,1.843146956952004
US,West Virginia,5418,51,0.9413067552602437
US,West Virginia,24978,276,1.1049723756906078
US,West Virginia,8373,145,1.7317568374537202
US,West Virginia,17427,145,0.8320422333161187
US,West Virginia,56872,828,1.4559009706006472
US,West Virginia,6761,95,1.405117586155894
US,West Virginia,6862,92,1.3407169921305742
US,West Virginia,12363,201,1.6258189759767048
US,West Virginia,19148,197,1.028828076039273
US,West Virginia,10883,164,1.506937425342277
US,West Virginia,8472,104,1.2275731822474032
US,West Virginia,7120,83,1.1657303370786516
US,West Virginia,22150,283,1.2776523702031604
US,West Virginia,9770,166,1.699078812691914
US,West Virginia,9523,131,1.3756169274388323
US,West Virginia,30118,207,0.6872966332425792
US,West Virginia,5432,49,0.9020618556701031
US,West Virginia,4991,76,1.522740933680625
US,West Virginia,9089,107,1.1772472219166026
US,West Virginia,13403,190,1.4175930761769753
US,West Virginia,2259,23,1.0181496237273129
US,West Virginia,2442,38,1.556101556101556
US,West Virginia,2428,34,1.400329489291598
US,West Virginia,10705,141,1.317141522652966
US,West Virginia,20091,205,1.020357373948534
US,West Virginia,28945,397,1.3715667645534635
US,West Virginia,11610,99,0.8527131782945736
US,West Virginia,2904,32,1.1019283746556474
US,West Virginia,4229,46,1.0877275951761647
US,West Virginia,3567,61,1.710120549481357
US,West Virginia,5605,82,1.462979482604817
US,West Virginia,2315,39,1.6846652267818574
US,West Virginia,2612,33,1.2633996937212864
US,West Virginia,0,0,
US,West Virginia,8630,103,1.19351100811124
US,West Virginia,11376,142,1.2482419127988749
US,West Virginia,2729,37,1.355807988274093
US,West Virginia,5268,93,1.765375854214123
US,West Virginia,1713,26,1.5178050204319906
US,West Virginia,27012,366,1.3549533540648602
US,West Virginia,9150,133,1.453551912568306
US,Wisconsin,5597,68,1.214936573164195
US,Wisconsin,4024,42,1.0437375745526838
US,Wisconsin,15600,152,0.9743589743589743
US,Wisconsin,4208,44,1.0456273764258555
US,Wisconsin,99191,602,0.6069099010998982
US,Wisconsin,4079,12,0.2941897523902917
US,Wisconsin,4908,44,0.8964955175224124
US,Wisconsin,16394,127,0.7746736610955227
US,Wisconsin,21440,204,0.9514925373134329
US,Wisconsin,8684,127,1.4624596959926301
US,Wisconsin,18844,144,0.7641689662492039
US,Wisconsin,5197,31,0.5964979796036175
US,Wisconsin,171066,596,0.3484035401540926
US,Wisconsin,31422,359,1.1425116160651774
US,Wisconsin,8398,80,0.9526077637532746
US,Wisconsin,13866,85,0.6130102408769652
US,Wisconsin,15122,80,0.52903055151435
US,Wisconsin,35445,208,0.5868246579207222
US,Wisconsin,1292,17,1.3157894736842106
US,Wisconsin,37636,301,0.7997661813157615
US,Wisconsin,3229,53,1.6413750387116754
US,Wisconsin,14972,159,1.0619823670852258
US,Wisconsin,11092,60,0.5409304002884963
US,Wisconsin,6093,70,1.1488593467914
US,Wisconsin,6587,31,0.4706239562775163
US,Wisconsin,1704,49,2.875586854460094
US,Wisconsin,6670,45,0.6746626686656672
US,Wisconsin,25714,257,0.9994555495061056
US,Wisconsin,9110,74,0.8122941822173436
US,Wisconsin,53577,680,1.2692013363943484
US,Wisconsin,6593,62,0.9403913241316548
US,Wisconsin,42133,202,0.47943417273870836
US,Wisconsin,4268,30,0.7029053420805998
US,Wisconsin,6346,103,1.6230696501733375
US,Wisconsin,8603,157,1.8249447867023132
US,Wisconsin,24095,205,0.850798920937954
US,Wisconsin,47241,533,1.1282572341821722
US,Wisconsin,13833,143,1.033759849634931
US,Wisconsin,4477,65,1.4518650882287245
US,Wisconsin,2260,15,0.6637168141592921
US,Wisconsin,325351,2404,0.7388943018463137
US,Wisconsin,14157,105,0.741682559864378
US,Wisconsin,12978,129,0.9939898289412853
US,Wisconsin,10466,148,1.4141028090961207
US,Wisconsin,62689,436,0.6954968176235066
US,Wisconsin,26707,197,0.7376343280787808
US,Wisconsin,2245,19,0.8463251670378619
US,Wisconsin,13100,77,0.5877862595419847
US,Wisconsin,14559,124,0.851706847997802
US,Wisconsin,21857,170,0.777782861325891
US,Wisconsin,3887,35,0.9004373552868536
US,Wisconsin,67820,732,1.0793276319669713
US,Wisconsin,4796,53,1.1050875729774812
US,Wisconsin,52891,432,0.8167741203607419
US,Wisconsin,4039,61,1.5102748205001237
US,Wisconsin,20099,153,0.7612319020846808
US,Wisconsin,5720,64,1.118881118881119
US,Wisconsin,13723,161,1.1732128543321432
US,Wisconsin,38021,349,0.91791378448752
US,Wisconsin,29657,157,0.529385979701251
US,Wisconsin,5571,77,1.3821576018668102
US,Wisconsin,9609,71,0.7388906233739203
US,Wisconsin,0,0,
US,Wisconsin,7362,113,1.534908992121706
US,Wisconsin,6241,100,1.602307322544464
US,Wisconsin,31764,300,0.9444654325651681
US,Wisconsin,4836,49,1.0132340777502067
US,Wisconsin,44950,357,0.7942157953281423
US,Wisconsin,134112,1183,0.8820985445001193
US,Wisconsin,15846,261,1.6471033699356303
US,Wisconsin,7430,92,1.2382234185733514
US,Wisconsin,61483,409,0.6652245336109168
US,Wisconsin,25782,255,0.9890621363742146
US,Wyoming,11339,54,0.47623247199929447
US,Wyoming,2969,64,2.1556079488043114
US,Wyoming,13533,155,1.1453484075962461
US,Wyoming,4944,55,1.1124595469255663
US,Wyoming,3593,56,1.5585861397161147
US,Wyoming,1525,31,2.0327868852459017
US,Wyoming,16391,203,1.2384845341955952
US,Wyoming,4507,59,1.3090747725759928
US,Wyoming,1408,19,1.3494318181818181
US,Wyoming,2252,21,0.9325044404973357
US,Wyoming,30649,315,1.0277659956279162
US,Wyoming,4792,32,0.667779632721202
US,Wyoming,25266,293,1.1596612047811288
US,Wyoming,763,10,1.3106159895150722
US,Wyoming,7559,150,1.9843894695065485
US,Wyoming,2218,43,1.9386834986474302
US,Wyoming,9533,84,0.8811496905486206
US,Wyoming,2271,28,1.2329370321444297
US,Wyoming,12263,131,1.068254097692245
US,Wyoming,11888,16,0.13458950201884254
US,Wyoming,6239,43,0.689213014906235
US,Wyoming,0,0,
US,Wyoming,2675,47,1.7570093457943925
US,Wyoming,1849,22,1.1898323418063819
Uganda,,169663,3630,2.1395354320034423
Ukraine,Cherkasy Oblast,163768,2973,1.8153729666357286
Ukraine,Chernihiv Oblast,126202,2751,2.179838671336429
Ukraine,Chernivtsi Oblast,150465,3290,2.186555012793673
Ukraine,Crimea Republic*,209569,5407,2.5800571649432884
Ukraine,Dnipropetrovsk Oblast,303551,9454,3.1144684089329306
Ukraine,Donetsk Oblast,216052,5607,2.5952085609020052
Ukraine,Ivano-Frankivsk Oblast,181629,3476,1.9137912998474913
